review_id,senti
b7EEhp_TdMEVvN8k4bHfRA,2
01PLp0L5-k3ljmb15sz5ww,2
4i6ZuaFnitobzlW6KSy07Q,0
R9wIoQ8mPQCUJNlrXdxwUw,1
Ffodn8fV80ZIeOCMgR7bew,2
YqRSgYDRyyYuE5l6-cCHfQ,1
QTwlCVWq9Y_c5-z1HDNpJw,0
r6_eRioMqzNA95kiaN8fhg,2
6oWta5wPbO-YawgzLsi88Q,1
UxXO3gvyP4oskjY90OnFZg,0
ep2Dgx6a9Y54q4Hfm77TtA,2
I45UMaLCcvS-a8eXUO0-3w,2
QP64afs-4SiAXpiczMg5AQ,1
LoUbpDYDbVbZW-pMZVAZbg,2
8Lew7DhSQ4i8a2ndP9pcng,2
EkpPe-D2z_c-JQHbVyRRvg,2
3jx5W5PyxP_vF1kh7W2ZgQ,2
1cNgNA3YDXQsWKcyqA5nHw,2
AtrsvNvWzZUvTgO7RCJTzA,2
Qm3WGpVB9QKN--osyTfhIw,2
wAgMsDQS1NpFeSvjnvL45w,2
PY_pc4zTs9hOGhrmG2JteQ,2
RO-T1RrM4ht-r_8WLY1nHQ,0
WQgCvZ_lEqLQSxhti3Kw5g,2
StdLtTpNJtNbjD25v_pt7A,2
bBlEjhPZ2RNpUKC2AQkTpw,2
sYzV-5kOoY7pAfNDIvW6RQ,2
FvYj1Ikrst7xkMtu0AWmww,2
rgvtFlEJ0qNFt8ryuKX71g,1
mt_IyoaAT84tf-4j8LQ5xQ,2
VEkLEGX1W_Ney7f2Z2xAbA,2
W0kZvvuZC6AyphV5cpGE4w,0
1ZRCscPFzahm6K0aZDwiVw,2
gZ4MU8DAzb_qpa1nE6JfVQ,2
FzhW7Iwo9guB_LoJpjkH0w,1
WXWqObuDsUmZnKBOX3hTng,2
0U5XW0Ydzng2fZAIjJjyYg,2
pevc0QRvEHzv8btf7bjwLw,2
SS9VK_eARoU3Kv5TapYtyw,0
2dNp3AhcwtOTneOwNLWZ_g,1
P_8L67Yp_p4PK6VwvI1B-w,0
e1NG525p6qRTSZUT6sjTSA,2
dv-cEH7wyniKGtUcBdhO5g,0
LAXln0r0xfd5PwNB5_FOfg,2
1yWV3qSCZnuTNt7xUbAjLg,2
duEh_JjlOQPtG6BxipMT1w,2
uyqaYcHFdn-VFpyhoZOHVw,2
75Wv15FAln-MiWEXV1HS5Q,2
ALVjxtE7tmpBk4_WNCRL3w,2
XwMHFbAJisAnB9nL0YCFUA,2
K-gbeo_tWgWctnsPEt01fg,1
mug52zah-Mr1fthQkskgXw,2
gS4AOuc1Z4iK513OVOz3zA,1
zN8CFzC2e0tvpwWdYm2fmg,2
asRdga2YDZ7GlB0XZzJYNA,2
Hrz2wMyVNRzoxd0ZIgCsew,0
0Li2slS4cfXacXdX-s-L0g,2
oFUCMN6vnqjxGZkqjLNBGw,2
GpuSfpSfRbUkI24q14_jVQ,2
87fS7lCQklTGSWIdaEov3Q,0
fAGrcMXE-3wPwSzWfy6szQ,2
0-Kx82gt1XJBo-2DvPUbwg,2
55bYJ-4nhvWVKmhNG9CXpA,2
AYzVbibOad9E_xkhIlGvhg,2
K8ry47-wCLGF6XpaIWwg8Q,1
GD1JiHKkVMpcsVPuTsUpdw,0
Dz54lq86NVsRXSfs1bfmug,0
lAV41CM40KxW7QAAH0kaVQ,2
AIrcxxJZueg2mjNXuykQkQ,2
icbq_CM98PwNOmv59f_LXQ,1
zGy6wJ71dTihTwfW--POJA,1
I6dAcghe6X5ccq58YgEdhw,2
srf8VithL_i8JvjTgtDK_Q,0
KY8QX9DTzG8d0dHhTvJTxQ,2
5Jv9WueYUJyybmi2nCNkWQ,2
1TMz6AYICk6QaEiC1o0a3Q,1
XAvoF8fDj4uF9tkIxOm1GA,2
rs5Bu_A4xAbOUHRhUGElRA,2
DQOmIjNEvsadDZVSVr01Yw,2
o-5yVrdX_A90O3FOM1JpdA,2
NMNQS_0cmBqc0LwMECqiXw,2
JiTn5Nu8Fm8Pq6VkGzKA-A,2
eaE15PvfaP152NrruncC5Q,2
UHBMBYPSaz2jE721yWTSCA,1
1KolWWDhv2wQZCerN6-h4w,1
yyQe-FPzkdKUQASCwGa_bA,1
y8UjDt74HiTZyKMR2YiBkQ,2
cIrwCTPIE51eNxPhx7Z9PQ,2
jA2x8pj2i1h3No4N73CXZg,2
kMvcgrLAUAbF63-P-jqziA,2
6-vDopWdA9YqoOFMuBPLDQ,2
3SihMVAdwkqiSzaPpIa1fQ,2
cKFE_X7VkkfC5v_WDRnTXQ,2
YYp8x3ekPwAgF3SWQ5BAuQ,0
Mo0EWdSXrbry2jo6A_EGmA,2
lAXlUSo_FxBwy1Tol0a7Eg,2
ee957BbeBGE7VwwnceLmUw,2
d29Jozmub7zQEIJOXfU4vg,2
hRBJfYvIfdLQVYAE0q9jjA,2
IW1oT5c4RxFnd72ukOAV1Q,2
yd8I2dVrURomgjXQ_DZbUQ,2
N35jN4gvrruLsbmaARgq6g,2
D7KMaHt8fbwXFztnbcvtRA,1
DFglHcNwwEC45MsnMDYs2A,2
TRxVxsBRaVcRZq7xRXk1-w,2
7WHXhbozEqPTkfQ6J-fzUA,1
hO4CT9MflkR75mWuRB3EFQ,1
4fgOS8tF4P8c8n31ns30fw,2
hGUtN5hqqvbI6uighHfWGg,2
eHy3hjPz2Q4K272jK8BGOg,2
QZsFVkZ7PN3SNQIYSBYw4g,2
EmIvu0arFEUKLDPA9NXi9g,2
dIXFOr3olETx8ge1vw0jSA,2
KPd-0hHOnHo3R8GcriYQ2w,2
b2WNjYDq3WoWmevYnbTjGw,2
Q59jn9rg3GuNohMWkD7yJQ,2
awx4HbPBpsMkxffb92T5vg,0
DuXV6f1LGBppf9b2lFE-kg,2
aDzyzCCDSukCNhn9fRvD2g,1
sianVIEJaVSZv9z7u3Oteg,2
8otJbyVibyoX2KFcRrwo7A,2
SSaaaM5zQ6xKPwFj5gWrjw,2
3akRaVyNsUHSLwsnghPW-Q,1
n4OlKeyEYfFKSlrcbAYpWg,2
eoNyU8v8nTh-5A8m_orCMw,2
OYHAs5QBhKs5Qpe2M7-7Lw,2
ut8qMpGVSKbLQMp7Vsn6vw,2
zFnydgt4XKT6S289BZkeSQ,1
VdzDyZkEcXgVgrsn_llpHw,2
bOo7iXyxa7zJCaS4RMwI2A,1
F_GIkn_cOsMs-1ma9S4Blw,2
q_nf81Y4ZpdqsBT_vN5v3w,2
braYx3wIfIEMQFn3LcfZrw,2
WR1Sbrx3xgvk81gktdzmew,1
x305OPprsE6z4VDqQkULow,2
DpofMiY9YRKnHoqWmVBjgQ,2
D8NGeaW9LFsC7KZLe1JNyw,0
T9chIn7WXbs7WKJ0NrtnwQ,2
1D0lTL5gSA3u64_DfQfCfw,2
AyBNkXaaz7GwtJ3mGaneNw,2
Ve2NJWHzxaOEgb-qgWo4jA,0
noOUMqbMalsahzYHhOM5DQ,2
Xu8bcfBTwjcfY8XcqLinAQ,2
MXmQNoCmCjbCtvQwxsPK2w,0
cRU3SqvHuhxVYbdIOchpeA,2
BQI7UrNVd0jy8O17URMGlg,2
XoPCekp4ZeBl0jlz7K_mlA,0
OdQFwO3_RqAuuudPwHQPkw,0
QKjFi2L0t0n2n8cEl_N7vw,1
BORIvld7LkO3LxxMEaJIgg,2
ms9GmFpBM9EYJH3uiZwtPw,1
nYrwS-x5sk3hZkBOq8xQGg,2
tNu9w4WepbWwcVdVnzXpPQ,2
qsRbEsDP8U0aOie8ThB8Eg,2
mHJfcyDLInuGE8i0fo3YfQ,0
rcI6WXXP6kZ9VlDpjhOghQ,0
SHLWdDc3c5Tiqki2eKq7AA,1
5eXEDGPnYyoJ1skgOKHAFA,2
U4xzmHtPytav7425ELDTfg,2
9coTXhjgxbKjOVE-us1QNQ,2
YGdgXTmK3lSK2cW_EKz6dw,2
khQ7R1A7Is6A616Kj0g4-w,2
hkfkki4LJZ1dk6MR6VlsZw,2
9vSczdKtFuifQNbw-vtsMQ,2
rtRPHXhtXAz4cGooTShXNw,2
kY0zJ8kAw6U8dh0LiTu2kA,0
4ppYnB3f84AYz0j3pD_qfw,2
U9rFPydxNT48NrznWtq2kg,2
Q3zRB8Iq8wQJmQyuP6tKGw,2
V2R-XWpVgFOiqrXKyII0uQ,2
CejV2Cq7VoKHDFjcf3Lu8Q,2
bDZzELMBTQ8qLsDEBRChlg,2
ST2v3RBo9BAVL40Y88FQcQ,2
mBBllRlEo-Pi7R8CvTkxWA,1
iQxiXjt7kFJFQjO0zmxjHQ,1
Vv-aXxRoOnQU861udcrfBA,2
vLplRtAqH5KY5LuxZsZ6OA,2
dKntGqjzw9eWCaze1Dz6_g,2
NnzCFlK87QrDTc1apsAcWg,2
MPmp6eQQqTmNYAOCDczllA,2
FN7DbuwkiXiZzpiyjRsSLw,0
LGMYhJHt5_m-qi9W-cAOvg,2
zDcs7GM3L_fLK1GtPIj9mA,0
4M_l-rG5Y7EnXp1Mdage_g,1
oLO1TeCFR4iBH75IUaWulw,2
f_o5zTXq7C5P88T04iNQKA,2
K_sy6sBkPp9ybIfGsI3FQA,2
sALAI_9laYf7ylppDytNFQ,2
nKdgkuH_sW9KIIWPz6kcMQ,2
Zqd6-z-YZJLbQWmJRjmecA,1
3A-1ryEZ0_GUaaLW7UfCEg,2
sEuDK35rzHTqku7rvwYrQA,2
vGEMSI7IuUYeQXMORCGSOg,2
EKREbDMPQLrsFymCpvMYLQ,1
BPmxefhrFWgOeyhShsBJuQ,0
TuxhntawUHIOKB9WHxLosA,2
h0FEa5MvphIBpWDqvIDuFw,1
BARIUjkJzSJ_ZCMBzB-LQg,2
P1n5I6ssv3Q75jGq-EyFNA,1
bVfW81IYD6lUWV2cMqfOOA,2
PAIxg0WF85xQnDwmeby7Vw,2
doQWpSbqxE-PKsZtkOQXpg,2
olF_c_Lv-MCdFrfb6ixILw,2
MMTEhzdeexaQ9lAFE8dXpw,2
qJPoKT6BPYgQDijJZtygmQ,2
7ugStz1LSQIRmQ-rWb-eqQ,2
3M670UxA6HWQ8vTkcIWDvQ,2
WLA5mFcBbl82wobVT8SXLQ,2
XgJEBSBNuPSBLYM4imQZKA,2
mKD1QEIImM_PpgS5-geRIw,2
1-haZ06Z5_WfEXeFPMmoVA,2
AyQ3AE0mIXvScaTB_Ajvcw,2
5bBuhGelSuQ6lJ2Wft-6GQ,2
GGWNk-d_xF0pdWirsbAJiQ,0
KlaULvqots5o9bhUmeYaIw,2
Y4lBG5FX34PXt623nQF1Mg,0
JH5jsfxorROgfZmzBQkpjQ,1
M8-xE1IDU44tNDQAiDHVFg,1
2fIrSo0jC0e9KmmtXWdG5A,2
voCSXqTejbxYVGQRzz-U7A,0
8Q9a4VyyA5oVnP6BRH3WKA,1
hO7XicDqY7-shcPIMH5I3w,1
VhclVSABT5q6Lu6eADq9aA,2
FRfw-Uplhhu2qzl7Ttp60g,2
qqe7zahBOTc5V6FiZyTUOQ,2
Rl5EQjSJcWm7hA8kKNlk1A,2
zohi0TauWl2UlWandW2S4w,2
7q0npBIl1EmDbU_VBgJI4w,2
7tbLLrBeqv4tBVvfSuxdfg,0
CwxtrV2Q4fPxKb9VLyuH1g,2
AyTZBE7E53pWT8KL9OxQgA,2
Hx1TAHk7A6CV3ag-6LOctw,2
V9VbjpPObx8FeQy40v5KJA,0
-XzhW3dwtnQN6hDBT-i_iA,0
zPMKAKPnmwtPgAW-hpW90Q,2
poftXMcSJ0TkkTDyryZdKQ,2
HpxqpBuUiM3IzGM-BdCIow,2
UXoExOXbTxQk3fVt1cV4hg,1
X4STlVlGe4lD5Q9W24sQAg,2
J85_S1mRTEaEw74nmMWeKA,2
jmPbvjPoH59jewkDWH64AQ,2
FhwlkH0poFr9D_p7Z4CJfQ,1
adrIxDgP1PZ7boXWGV4BKA,2
As7GnQYkpyRzbApVciU1Fg,2
Lb8qowoRR70Wvbl1JtX2cw,2
ChIsVqOhF_fkqlUdXRmYew,1
svQcSgE-KWU4vBKultndUw,2
UXRRkAtibq9q4_o9nMYmkQ,2
KaoPH7O-L96jYiinVdk0cg,2
x8Zb4nl4yEAjmHIJHBQLxA,2
5mHfcCKNs7o2gmKG2wcNvQ,2
VxyCypA-RbM8M9RMASU4VA,2
p9Y8szSv8Yt15BqKpj7Raw,2
uFRbsNCZ4ubtLrIFpUmzEg,2
832Mz_TrFx37Tb9pKjZ8-g,1
FFdLqptoGxD1VsVczNzSTg,2
d1cY1l7eKORNmvBle1iuqQ,2
l8C09incUQnU_F1hXHufUA,2
_rhDOJDbd7qtofSGRmv6Ag,2
TY-UsCmB_GAoG8p5Dh54fA,2
gyRw_qE_QBL6ADRLUvOIfQ,2
gq1P5UfyN376OcGuWrcmDQ,0
sqyNCtobaPifRubOM9MZkQ,2
8X_IMCACTm8IRVcuG93RSQ,2
XfetKMRvHVVsqiGwrjHMkQ,2
J3X_bijQi5lk8Vr_iq4Grw,2
QDOmMQM6N38m1M7O0y-jEA,2
pSKJQY-93K5MfwJm8Gnh_g,2
h0y-UWh79ILTSSMQcvqZhw,1
0Kujp7MG6LLP6r3hICPwyA,2
zP_p86j0exN1oUCBYoajIg,2
sqC921-c3ngCkKwbnO96EA,2
M0UsUwSeY8j6_PJ2Zik1wQ,2
2_sxgqqw5tzG42AT2OQBEQ,2
9xhElM0riTMjmwgFU94oig,2
0YH6zs1g2HTO64SwEMjr3Q,2
QCcQ_EumzEztj0H9EwX58Q,2
CfBKnbs4MGuZfgveoysb2Q,2
CmEnxsoSo-6hnpNSkRTegQ,2
Yed6Y1dC6qrpRtR7xQpeDw,1
dfCHKAjuT13l5r0cx-8sGQ,2
3GTAPwIzu83iXbIRvhJqVA,2
kwqMSE0Zt2Nbopz1K0bLRQ,2
deDnJ3wPKp3aO0IKzbovmQ,2
OuNzPlF97DZM1Yd9V9f7pQ,2
W2z_3N7G75r1c341Xy2vVQ,2
olTe1GfkBorOitVRXFg29A,2
U5uILM3KracaqOoW-uX8jA,2
tARv581I9Bngolz5M18GGw,2
2Doi0ZzWjtMtcUJxFU9K5w,2
gtNeA4Zl2Vldt0484upSYg,2
XDtFRmXhCrgapI53vUjUnQ,2
U5i1CiuS1sFinBe2xMUOSQ,2
AaUMzE3UGQVJLW1cwCre0w,2
H5mpAwPtSmAmqxQ__Qoa0A,2
FHqvYSKivvwTEx0fj9Mq4A,2
TxjujcyEYh_9yZR9WB8EmQ,1
r6lH3k5Bdyycx9yUkIsPZw,2
a7IXEDtIGUsJQ1Mr9DhX_g,2
k8O8YdACoDuMM-fcOVKDog,2
prmb0zLanDOjDxZ-4Aa1DQ,2
TcfFb5wbXVv2K_RUwhdjTA,2
EIyrsgBdtLF5jJG_2o--8g,2
_LVDuq26zP8gQxOIEMrQqg,2
k8RCPUiO7JkTuclIee7VbQ,2
_iC9EM6EXYYoOfSoREPGnQ,2
9pxD4Up9FJTQrjMN5De5aw,2
JViMg_gzmilktJXRNueBlw,2
vRoNEz65rhkXqjNfq0MOFA,2
voqUcm25RqeoWh8p5ai2IA,1
nj4x3ZfzRGMAdX5daCgBTg,2
EIX7rQSIutICtak1XGyTLw,2
_hBk58Yd167wE5mZrkHJrA,2
-k03ZuzhojyOVZOt9wvKXQ,2
F-h1N5KSuUIbHrtYjNBbFg,2
IRXB2WO5DQwWZcVdijosLg,2
hOK0HA-SfgOL3V_p-In5uA,2
kJ7NX96Sr-pybST9ytM7bA,2
r9t2LJb2iKfHhWFSo451Qg,2
Rk7aE8oKeUI65l5qkSvvRw,2
PxyS4lWR18K6Sm75l3Q9Ag,2
PfKfLo8znN64eUmrzGnp4w,2
9-3097v9P2GwHbtMFCJvlg,2
pmySCCusAnJtY3hXdXehTw,2
Abj07xhNGDK0vWUsbnikxQ,1
8zPgPzvlB9bAMxlmdsh1Sg,2
0eZpc2wXmCTquZ04P1eWBg,2
KxzOENFQetwuW07eAtTDhg,0
sbapp4_0xRwEP3sQEUHYgg,0
a-pZxcI9TuPf6OHuxBUzZw,2
uKzynSL7MIm6tpFfN5ZQaA,2
onGgjffXSuZNGNAxuxI5UA,2
RYYCqgKl4ls_p8ivYXNRsQ,0
9Qn6CrlrHzgU5rt1j1Cb1g,2
UNlrAk0umkV5phQzGvbe6A,2
m84CxyMjLOIoMtdfpk3xuA,1
h_7MofO2pwpYQiaYQa1lvQ,2
LE2Vwb07FMBb_-jPzWCNdA,0
2IGYBUyhNt_6JNaFwiYVEw,1
xiUoOjAPO0x6YptoHjKmkw,0
V3J0uDLowwXmj4-LKZuymg,2
qpP2pJQw6DzNhW73JSPy-w,0
tAQiHYECFjtUSlYDL9wHkA,2
RHon5TRhE200_M-JtBQNIw,1
Z5_NJV292vyCbMmPU2PRbw,2
5eF0MS17yKdxouqRaYCqvQ,2
LhEYaIVccNRHSTjgVROJ4w,2
Us5W9z-lGvB3SMuv_wrApA,2
KjYx1rQJHMzD4hiUvp3_Dg,0
zSKpDFo7r5nMrx8KxzyAjg,2
Y1zIv7zW-w16hx6LjVJ50w,2
-_hXMOoyBykOI6fYIZyaCA,0
GVt09kC1_OK3-49OOgrdxQ,0
a6zMkGB52-e_RNGwv_MA6Q,2
CriOsjRqfwuLMlWnpOFNWA,1
i73YMOUqp0zDKxxPkAg1BQ,2
ccSnJ54bEhrmkRPhTXUvvA,2
3D7vx9pEMP8p_XuWFPXDAQ,2
XrZB5NwhPtRnalGZQ2ILAw,2
Tt0ysDdG0tPk3gxeA8282A,2
zemaQDnbri0FJ9HpiKYVYQ,2
2SaF4pJaGQJhxL_vVQxBAg,2
8kxBSHqMTkA-R75vZdsetw,1
VEJt5023GLLHYGxIX9cR6A,2
hkIYH1UZhCIt_SDFCWHpVQ,2
83PAQeZ-6qaZS7cRd0iooA,0
Q68Morz_L2u45xSRxMB7-w,2
wKfhVcUT8K8SpJlCx437fw,1
ASOQLJvQVVjRie7zFLq4xA,2
ekHPaoW1oGGCNo5Xm3Mkkg,0
-D0NbvuomloTYfT_MMyFNg,2
W8iwExByXXa-eyFiAze4Og,2
EoPfOwa1TrY91rd6CpsmXQ,2
tuOOUt8CtkmGOvIZd1p9HQ,1
AJ7DONJo1fdb7hkEAL7W4Q,2
PiGpgjTdE7pC_LiFr1jzSA,2
sS4hLQs9_7QN46Bh8L7k6w,2
UDzCauUl20ES5gmDZeONtQ,2
xy0K1yvE8XQhYyRlnKzlbw,2
cCz0cMqE2h6H3GNkFpkzlA,2
EG9b0fIDfKaKkflhW6QD6A,2
3TSUcpU19djWbwchniifRw,2
4p8cwZ2MBl3ti-9vY5wmTw,1
1MuN7P5u3HtvsBscDq_aZQ,1
rnhYBOeFs66InHkeg0syUQ,2
hjzkhkU5mmPQDuM9wJ_kPg,2
CWVAlCT2y-4M1nGYxjoEyg,2
gU1qj4kmkzbOT8mgneaw1Q,2
F--jv2QvMYKDL6Z2jM16qw,2
d_CuudlYz13O16Pi-JTvoA,2
j8uOIFl1VexqaGUN3-EYiQ,2
njKpKZ1TomokR-WlKPQ_0A,2
4vt_0KlF2o89ILf9mt-eEg,2
rSuWX5VP-yWpON2n61wy2Q,2
8C88IxxBriJHBwKO1VLbxA,2
WiRq0pWXY_RPw-2cBk6M2g,2
NOdf7ZcoUafhc5Ti5f0Ujw,2
lz1RpVtSiVJoUrov4gAWcA,2
hGHdBVvPBq5wZiG3b7c2uA,2
iaq4cOa9A__NPhGzRtyZAA,0
l3B9MTJKBwjvnGWFBHtCLQ,0
UrxI8zymJjuYh32UFxfv0Q,2
k1-ZpTtzrRYjCnLoLrEPCw,2
5cexuzEqBh0oBj6icBIw2g,2
M3LLxlOKG7IiCARdiXVYxA,0
aLkhYOqiV4yDSH5CD4cADw,2
Pbs2m4v8qAAXT8Pjy3JtHw,0
p94csViSvm0c8q8DiagbhQ,2
SeMl6T8l06S6ckm41juO9g,2
qsIdl3PIU2KZONiNZNbLMQ,2
dtDY1qj0z5AObQjPuUU80w,1
FqGvfW2OYEiBhOcbdAU3zg,2
CPtcqdAVZVQAfCjvSRIk4w,0
DB_uA521d8aas7ZJkz09sg,2
6720va7TbFyq93NV6zssNA,2
jOnn7iRMQsLH9_E4LqpNUQ,2
brm7zrCUMFP3Jk27NeWXuA,2
